path,depth,use_bias,use_residual,seed,layer_index,grad_norm
sequential,20,false,true,1,7,66217.586
sequential,20,false,true,1,8,22016.52
sequential,20,false,true,1,9,14822.863
sequential,20,false,true,1,10,5260.285
sequential,20,false,true,1,11,1868.6533
sequential,20,false,true,1,12,1057.1244
sequential,20,false,true,1,13,203.85127
sequential,20,false,true,1,14,99.109985
sequential,20,false,true,1,15,40.007343
sequential,20,false,true,1,16,16.562603
sequential,20,false,true,1,17,7.5154657
sequential,20,false,true,1,18,2.8290126
sequential,20,false,true,1,19,1.1164123
sequential,20,false,true,1,20,0.53227884
sequential,20,false,true,1,21,0.23541987
sequential,20,true,true,1,1,44.747684
sequential,20,true,true,1,2,33.74249
sequential,20,true,true,1,3,19.496145
sequential,20,true,true,1,4,11.6998
sequential,20,true,true,1,5,10.078726
sequential,20,true,true,1,6,31.038027
sequential,20,true,true,1,7,13.290732
sequential,20,true,true,1,8,3.5357616
sequential,20,true,true,1,9,2.1823623
sequential,20,true,true,1,10,1.1740881
sequential,20,true,true,1,11,0.9502645
sequential,20,true,true,1,12,0.76097715
sequential,20,true,true,1,13,0.65649813
sequential,20,true,true,1,14,0.36719045
sequential,20,true,true,1,15,0.3443043
sequential,20,true,true,1,16,0.23178607
sequential,20,true,true,1,17,0.21311821
sequential,20,true,true,1,18,0.17522638
sequential,20,true,true,1,19,0.12063082
sequential,20,true,true,1,20,0.08366385
sequential,20,true,true,1,21,0.07403662
sequential,25,false,false,1,1,3.550064e6
sequential,25,false,false,1,2,1.0496904e6
sequential,25,false,false,1,3,273279.44
sequential,25,false,false,1,4,208925.97
sequential,25,false,false,1,5,49474.234
sequential,25,false,false,1,6,24829.775
sequential,25,false,false,1,7,95894.6
sequential,25,false,false,1,8,24138.68
sequential,25,false,false,1,9,5661.4043
sequential,25,false,false,1,10,4208.3535
sequential,25,false,false,1,11,746.35645
sequential,25,false,false,1,12,500.9423
sequential,25,false,false,1,13,352.372
sequential,25,false,false,1,14,129.79733
sequential,25,false,false,1,15,68.14537
sequential,25,false,false,1,16,30.852993
sequential,25,false,false,1,17,17.250517
sequential,25,false,false,1,18,11.410711
sequential,25,false,false,1,19,6.4455566
sequential,25,false,false,1,20,4.5889792
sequential,25,false,false,1,21,3.3505714
sequential,25,false,false,1,22,1.9265597
sequential,25,false,false,1,23,1.1711093
sequential,25,false,false,1,24,0.8886966
sequential,25,false,false,1,25,0.5594237
sequential,25,false,false,1,26,0.38743493
sequential,25,true,false,1,1,474.4441
sequential,25,true,false,1,2,654.8994
sequential,25,true,false,1,3,510.16354
sequential,25,true,false,1,4,454.77002
sequential,25,true,false,1,5,200.35979
sequential,25,true,false,1,6,166.60176
sequential,25,true,false,1,7,79.38906
sequential,25,true,false,1,8,86.764656
sequential,25,true,false,1,9,63.529453
sequential,25,true,false,1,10,59.99574
sequential,25,true,false,1,11,46.2638
sequential,25,true,false,1,12,35.60372
sequential,25,true,false,1,13,38.099274
sequential,25,true,false,1,14,14.66573
sequential,25,true,false,1,15,9.290749
sequential,25,true,false,1,16,4.358522
sequential,25,true,false,1,17,4.79702
sequential,25,true,false,1,18,2.6393058
sequential,25,true,false,1,19,1.6690608
sequential,25,true,false,1,20,1.3785596
sequential,25,true,false,1,21,0.80739576
sequential,25,true,false,1,22,0.68326354
sequential,25,true,false,1,23,0.40858075
sequential,25,true,false,1,24,0.31675884
sequential,25,true,false,1,25,0.30192602
sequential,25,true,false,1,26,0.34556228
sequential,25,false,true,1,1,1.0060068e9
sequential,25,false,true,1,2,3.9585635e8
sequential,25,false,true,1,3,1.3354583e8
sequential,25,false,true,1,4,5.2529347e8
sequential,25,false,true,1,5,3.1042404e7
sequential,25,false,true,1,6,1.6420092e7
sequential,25,false,true,1,7,1.1343111e7
sequential,25,false,true,1,8,2.3067068e6
sequential,25,false,true,1,9,1.2385032e6
sequential,25,false,true,1,10,889370.9
sequential,25,false,true,1,11,496935.25
sequential,25,false,true,1,12,281167.38
sequential,25,false,true,1,13,51192.945
sequential,25,false,true,1,14,27458.822
sequential,25,false,true,1,15,7244.704
sequential,25,false,true,1,16,3185.093
sequential,25,false,true,1,17,1419.3108
sequential,25,false,true,1,18,739.73804
sequential,25,false,true,1,19,313.57263
sequential,25,false,true,1,20,139.87155
sequential,25,false,true,1,21,56.350033
sequential,25,false,true,1,22,29.544727
sequential,25,false,true,1,23,11.214672
sequential,25,false,true,1,24,6.3071184
sequential,25,false,true,1,25,3.3114753
sequential,25,false,true,1,26,0.25345075
sequential,25,true,true,1,1,205.89763
sequential,25,true,true,1,2,178.22116
sequential,25,true,true,1,3,97.648865
sequential,25,true,true,1,4,45.573986
sequential,25,true,true,1,5,39.159492
sequential,25,true,true,1,6,112.29566
sequential,25,true,true,1,7,12.729946
sequential,25,true,true,1,8,16.50065
sequential,25,true,true,1,9,4.632702
sequential,25,true,true,1,10,3.2797265
sequential,25,true,true,1,11,2.164701
sequential,25,true,true,1,12,1.7958008
sequential,25,true,true,1,13,1.0376388
sequential,25,true,true,1,14,0.73458
sequential,25,true,true,1,15,0.5178626
sequential,25,true,true,1,16,0.42432198
sequential,25,true,true,1,17,0.32247147
sequential,25,true,true,1,18,0.27820447
sequential,25,true,true,1,19,0.24937642
sequential,25,true,true,1,20,0.19378032
sequential,25,true,true,1,21,0.17088051
sequential,25,true,true,1,22,0.13454957
sequential,25,true,true,1,23,0.11609215
sequential,25,true,true,1,24,0.080395706
sequential,25,true,true,1,25,0.06510209
sequential,25,true,true,1,26,0.063092574
sequential,30,false,false,1,1,2.0879942e7
sequential,30,false,false,1,2,6.8414415e6
sequential,30,false,false,1,3,2.5489502e6
sequential,30,false,false,1,4,1.6040635e6
sequential,30,false,false,1,5,557664.94
sequential,30,false,false,1,6,245526.17
sequential,30,false,false,1,7,634949.1
sequential,30,false,false,1,8,164479.72
sequential,30,false,false,1,9,54110.32
sequential,30,false,false,1,10,35853.09
sequential,30,false,false,1,11,8368.873
sequential,30,false,false,1,12,6128.3696
sequential,30,false,false,1,13,3924.8018
sequential,30,false,false,1,14,2493.0337
sequential,30,false,false,1,15,1714.9012
sequential,30,false,false,1,16,967.3341
sequential,30,false,false,1,17,557.48956
sequential,30,false,false,1,18,256.31097
sequential,30,false,false,1,19,119.07295
sequential,30,false,false,1,20,85.01317
sequential,30,false,false,1,21,38.36695
sequential,30,false,false,1,22,23.385849
sequential,30,false,false,1,23,10.927065
sequential,30,false,false,1,24,6.73033
sequential,30,false,false,1,25,4.834503
sequential,30,false,false,1,26,2.6260023
sequential,30,false,false,1,27,1.7939692
sequential,30,false,false,1,28,1.2923464
sequential,30,false,false,1,29,0.547509
sequential,30,false,false,1,30,0.39834037
sequential,30,false,false,1,31,0.2839152
sequential,30,true,false,1,1,6651.5215
sequential,30,true,false,1,2,10660.049
sequential,30,true,false,1,3,6628.217
sequential,30,true,false,1,4,6222.6147
sequential,30,true,false,1,5,2107.9246
sequential,30,true,false,1,6,1962.1725
sequential,30,true,false,1,7,835.0839
sequential,30,true,false,1,8,1173.4008
sequential,30,true,false,1,9,1083.3344
sequential,30,true,false,1,10,1173.5945
sequential,30,true,false,1,11,723.21106
sequential,30,true,false,1,12,296.0547
sequential,30,true,false,1,13,329.09177
sequential,30,true,false,1,14,182.86398
sequential,30,true,false,1,15,132.47974
sequential,30,true,false,1,16,109.891556
sequential,30,true,false,1,17,115.75637
sequential,30,true,false,1,18,124.318344
